dataset,split,seed,case_id,alpha,threshold,box_scale
Kvasir-120,kvasir_val50,20260522,cju14pxbaoksp0835qzorx6g6,0.7522976398468018,0.5798699259757996,2.1617298126220703
Kvasir-120,kvasir_val50,20260522,cju15czxqp3lv0835jvhgzurz,0.7492181658744812,0.5817396640777588,2.2320685386657715
Kvasir-120,kvasir_val50,20260522,cju15jr8jz8sb0855ukmkswkz,0.7494084239006042,0.5816470384597778,2.2295100688934326
Kvasir-120,kvasir_val50,20260522,cju15l5ubz9yh0855b3ivdpse,0.752811074256897,0.5790472030639648,2.1325747966766357
Kvasir-120,kvasir_val50,20260522,cju15mhjczc8z0801kit5c6di,0.7522088885307312,0.5799463391304016,2.165623426437378
Kvasir-120,kvasir_val50,20260522,cju15ptjtppz40988odsm9azx,0.7521090507507324,0.5800566077232361,2.1695969104766846
Kvasir-120,kvasir_val50,20260522,cju15wdt3zla10801odjiw7sy,0.7514517903327942,0.5806277394294739,2.1906652450561523
Kvasir-120,kvasir_val50,20260522,cju160wshltz10993i1gmqxbe,0.7527367472648621,0.5792031288146973,2.1378626823425293
Kvasir-120,kvasir_val50,20260522,cju16ach3m1da0993r1dq3sn2,0.7493781447410583,0.5816718935966492,2.2299082279205322
Kvasir-120,kvasir_val50,20260522,cju16b6ynq8e40988m8vx0xnj,0.7527927160263062,0.5790908932685852,2.1339287757873535
Kvasir-120,kvasir_val50,20260522,cju16d65tzw9d0799ouslsw25,0.7524811625480652,0.5796319246292114,2.15293288230896
Kvasir-120,kvasir_val50,20260522,cju16fpvhzypl0799p9phnlx6,0.7516621947288513,0.5804726481437683,2.184685707092285
Kvasir-120,kvasir_val50,20260522,cju16jgnyzp970878melv7r25,0.7517420649528503,0.5804209113121033,2.1822476387023926
Kvasir-120,kvasir_val50,20260522,cju16whaj0e7n0855q7b6cjkm,0.7525259852409363,0.5795206427574158,2.150642156600952
Kvasir-120,kvasir_val50,20260522,cju32qr9tbvsj08013pkpjenq,0.751885712146759,0.5802680253982544,2.1776270866394043
Kvasir-120,kvasir_val50,20260522,cju32srle1xfq083575i3fl75,0.7523754239082336,0.5797755122184753,2.1581618785858154
Kvasir-120,kvasir_val50,20260522,cju32upim1z7u0988l883nqp6,0.7513315677642822,0.5807217955589294,2.193779706954956
Kvasir-120,kvasir_val50,20260522,cju32zhbnc1oy0801iyv1ix6p,0.7488678693771362,0.5818693041801453,2.236536979675293
Kvasir-120,kvasir_val50,20260522,cju330ofbc2l30801th5g3hw6,0.7526569366455078,0.5793492794036865,2.1430299282073975
Kvasir-120,kvasir_val50,20260522,cju33231uy4gi0993qc7b1jch,0.7525410056114197,0.5795382261276245,2.1497604846954346
Kvasir-120,kvasir_val50,20260522,cju334jzo261t0835yqudnfs1,0.7505474090576172,0.5811737179756165,2.21099591255188
Kvasir-120,kvasir_val50,20260522,cju336l68y7if0993wf092166,0.7506542205810547,0.5811232924461365,2.2089052200317383
Kvasir-120,kvasir_val50,20260522,cju3381d8bz3h07991xtl7ra0,0.7525758743286133,0.5794907212257385,2.147810459136963
Kvasir-120,kvasir_val50,20260522,cju33belnbyhm0878yxl42233,0.7525213360786438,0.5795671939849854,2.1508352756500244
Kvasir-120,kvasir_val50,20260522,cju33eqwbcch208012jikwdky,0.7510737776756287,0.5809069871902466,2.1999597549438477
Kvasir-120,kvasir_val50,20260522,cju33jon3ygbj0993pu22a4k6,0.7526644468307495,0.5793336033821106,2.1425623893737793
Kvasir-120,kvasir_val50,20260522,cju33mirdc8mj0799k33wzoes,0.7506862282752991,0.5811060667037964,2.208281993865967
Kvasir-120,kvasir_val50,20260522,cju33o12x2jm50988944mxq0v,0.7526821494102478,0.57930588722229,2.1414406299591064
Kvasir-120,kvasir_val50,20260522,cju33qpdvc9g0087825jhf3s9,0.7527099251747131,0.5792511105537415,2.1396484375
Kvasir-120,kvasir_val50,20260522,cju33w4sdcivk0855x879zht7,0.752267599105835,0.5799123048782349,2.1630263328552246
Kvasir-120,kvasir_val50,20260522,cju33x0f22peh0988g0ln7w5v,0.7527658939361572,0.579145610332489,2.135852813720703
Kvasir-120,kvasir_val50,20260522,cju8ceacrsqkr0755hdz145es,0.7525979280471802,0.5794554352760315,2.146535873413086
Kvasir-120,kvasir_val50,20260522,cju8cgi2kspp308011nxdtjp6,0.7526553869247437,0.5793601870536804,2.143097162246704
Kvasir-120,kvasir_val50,20260522,cju8chdlqsu620755azjty1tj,0.7520657777786255,0.5801264643669128,2.171187162399292
Kvasir-120,kvasir_val50,20260522,cju8chxndsre008015uisl4si,0.7526106834411621,0.5794415473937988,2.145764112472534
Kvasir-120,kvasir_val50,20260522,cju8cj10qsrau0871o2dr6ai1,0.7523776292800903,0.5797635912895203,2.158083438873291
Kvasir-120,kvasir_test70,20260522,cju7dp3dw2k4n0755zhe003ad,0.7524999380111694,0.5795934200286865,2.1519887447357178
Kvasir-120,kvasir_test70,20260522,cju7dqcwi2dz00850gcmr2ert,0.7517271041870117,0.5803787112236023,2.1828014850616455
Kvasir-120,kvasir_test70,20260522,cju7druhp2gp308715i6km7be,0.7502030730247498,0.5813378691673279,2.2172062397003174
Kvasir-120,kvasir_test70,20260522,cju7dsrtb2f8i085064kwugfk,0.7520429491996765,0.5801595449447632,2.172011137008667
Kvasir-120,kvasir_test70,20260522,cju7dtb1e2j0t0818deq51ib3,0.751438558101654,0.5806483626365662,2.1909964084625244
Kvasir-120,kvasir_test70,20260522,cju7dubap2g0w0801fgl42mg9,0.7523893117904663,0.5797494649887085,2.157531976699829
Kvasir-120,kvasir_test70,20260522,cju7dvl5m2n4t0755hlnnjjet,0.7526218891143799,0.5794208645820618,2.145087718963623
Kvasir-120,kvasir_test70,20260522,cju7dwe282dc309876rco45ts,0.7516334652900696,0.5804732441902161,2.185575246810913
Kvasir-120,kvasir_test70,20260522,cju7dxffn2eam0817qxosfwch,0.7523223757743835,0.579826295375824,2.1606624126434326
Kvasir-120,kvasir_test70,20260522,cju7dymur2od30755eg8yv2ht,0.7519763708114624,0.5802103281021118,2.1744654178619385
Kvasir-120,kvasir_test70,20260522,cju7dz5yy2i7z0801ausi7rna,0.7527641654014587,0.5791492462158203,2.135977268218994
Kvasir-120,kvasir_test70,20260522,cju7ea4om2l910801bohqjccy,0.7525255680084229,0.5795590281486511,2.1506145000457764
Kvasir-120,kvasir_test70,20260522,cju7ebe962hr409872ovibahw,0.7505349516868591,0.581169068813324,2.2112300395965576
Kvasir-120,kvasir_test70,20260522,cju7ecl9i2i060987xawjp4l0,0.7506206631660461,0.5811334848403931,2.2095746994018555
Kvasir-120,kvasir_test70,20260522,cju7eea9b2m0z0801ynqv1fqu,0.7517419457435608,0.5803674459457397,2.182345390319824
Kvasir-120,kvasir_test70,20260522,cju85nr8elly209872w9n5m0s,0.7524267435073853,0.5797100067138672,2.1556813716888428
Kvasir-120,kvasir_test70,20260522,cju85omszllp30850b6rm9mi3,0.751459002494812,0.5806565880775452,2.1903774738311768
Kvasir-120,kvasir_test70,20260522,cju85plp7lmkw0850rx42jdpf,0.7489914894104004,0.5818061232566833,2.235002040863037
Kvasir-120,kvasir_test70,20260522,cju85qefyln6v0850szeb9byi,0.7463830709457397,0.5825701951980591,2.2614264488220215
Kvasir-120,kvasir_test70,20260522,cju85rkbnlo1c08503uxcpax1,0.7507671117782593,0.5810743570327759,2.2066166400909424
Kvasir-120,kvasir_test70,20260522,cju87kbcen2av0987usezo8kn,0.7491703033447266,0.5817590951919556,2.2326793670654297
Kvasir-120,kvasir_test70,20260522,cju87li0zn3yb0817kbwgjiz8,0.752013087272644,0.5801098942756653,2.1731765270233154
Kvasir-120,kvasir_test70,20260522,cju87mrypnb1e0818scv1mxxg,0.7526248693466187,0.5794032216072083,2.1449687480926514
Kvasir-120,kvasir_test70,20260522,cju87nkyrnb970801q84m47yt,0.7524220943450928,0.5796712636947632,2.156003475189209
Kvasir-120,kvasir_test70,20260522,cju87ox0kncom0801b98hqnd2,0.7523895502090454,0.5797571539878845,2.1574926376342773
Kvasir-120,kvasir_test70,20260522,cju87q6yoneim0871dl4phvkd,0.7503756284713745,0.5812520980834961,2.2141761779785156
Kvasir-120,kvasir_test70,20260522,cju87r56lnkyp0755hz30leew,0.7485540509223938,0.5819607973098755,2.2403411865234375
Kvasir-120,kvasir_test70,20260522,cju87tyddnnad0755bj0wxahe,0.7415394186973572,0.5835051536560059,2.292135238647461
Kvasir-120,kvasir_test70,20260522,cju87vqa0ndwg0850onjdz7ol,0.7427883744239807,0.5832366943359375,2.285581350326538
Kvasir-120,kvasir_test70,20260522,cju87xn2snfmv0987sc3d9xnq,0.75185626745224,0.5803021788597107,2.178624391555786
Kvasir-120,kvasir_test70,20260522,cju87z6o6nh73085045bzsx6o,0.7513830065727234,0.5807199478149414,2.192378282546997
Kvasir-120,kvasir_test70,20260522,cju87zv8lni0o0850hbbecbq6,0.7527918219566345,0.5790919065475464,2.133988857269287
Kvasir-120,kvasir_test70,20260522,cju8828oxnool0801qno9luhr,0.7508576512336731,0.5810189247131348,2.2047507762908936
Kvasir-120,kvasir_test70,20260522,cju884985nlmx0817vzpax3y4,0.7527902126312256,0.5790969133377075,2.1341094970703125
Kvasir-120,kvasir_test70,20260522,cju8clorgsuwn08714toqb7v6,0.7516555190086365,0.5804896950721741,2.1848766803741455
Kvasir-120,kvasir_test70,20260522,cju8cwy02t9eq08185qn12c02,0.7517715692520142,0.5803958177566528,2.1813132762908936
Kvasir-120,kvasir_test70,20260522,cju8czvnztbf40871b4m7t78w,0.7516089081764221,0.5805160403251648,2.186258554458618
Kvasir-120,kvasir_test70,20260522,cju8d2q30tfhs0801n7lx77xl,0.7508966326713562,0.5810081362724304,2.2038943767547607
Kvasir-120,kvasir_test70,20260522,cju8d4jgatgpj0871q2ophhkm,0.7511377930641174,0.5808627009391785,2.1984822750091553
Kvasir-120,kvasir_test70,20260522,cju8dic9mtppa0987swn23wbc,0.7494581341743469,0.5816587209701538,2.2287545204162598
Kvasir-120,kvasir_test70,20260522,cju8djdqztu6408506pzhlo18,0.7519843578338623,0.5802005529403687,2.174190044403076
Kvasir-120,kvasir_test70,20260522,cju8dk7eztzup08182yxko5zh,0.7526223063468933,0.579403817653656,2.145144462585449
Kvasir-120,kvasir_test70,20260522,cju8dm2cau2km0818jsv9eeq2,0.7519580125808716,0.580224871635437,2.175114631652832
Kvasir-120,kvasir_test70,20260522,cju8dn0c3u2v50801k8rvq02f,0.7504523992538452,0.581159234046936,2.2128570079803467
Kvasir-120,kvasir_test70,20260522,cju8doa16u5gh0818w1ywda3q,0.7458215355873108,0.5826155543327332,2.2658913135528564
Kvasir-120,kvasir_test70,20260522,cju8dpa89u6l80818dj6lldh9,0.7502742409706116,0.5813136100769043,2.215954542160034
Kvasir-120,kvasir_test70,20260522,cju8dqkrqu83i0818ev74qpxq,0.7484927177429199,0.5819184184074402,2.2411439418792725
Kvasir-120,kvasir_test70,20260522,cjyzjzssvd8pq0838f4nolj5l,0.7524634003639221,0.5796289443969727,2.1538796424865723
Kvasir-120,kvasir_test70,20260522,cjyzk8qieoboa0848ogj51wwm,0.743252158164978,0.5831702351570129,2.2829055786132812
Kvasir-120,kvasir_test70,20260522,cjyzkmjy8evns070165gf9dmq,0.7520630955696106,0.5801386833190918,2.17126727104187
Kvasir-120,kvasir_test70,20260522,cjyzkpsbjdsjq07211dfi4sru,0.7527340650558472,0.5792135000228882,2.138021945953369
Kvasir-120,kvasir_test70,20260522,cjyzl833ndne80838pzuq6ila,0.7515345215797424,0.5805878639221191,2.188347578048706
Kvasir-120,kvasir_test70,20260522,cjyzlw7f9faqr070129au64sq,0.7517918348312378,0.5803843140602112,2.1806564331054688
Kvasir-120,kvasir_test70,20260522,cjyztzaqtrv430848l8xgcerw,0.7503969073295593,0.5812622904777527,2.213744878768921
Kvasir-120,kvasir_test70,20260522,cjyzu3reghjya0794w7pwoi50,0.7519329190254211,0.5802534222602844,2.175987720489502
Kvasir-120,kvasir_test70,20260522,cjyzu9th0qt4r0a46pyl4zik0,0.7506136894226074,0.5811312794685364,2.2096598148345947
Kvasir-120,kvasir_test70,20260522,cjyzufihqquiw0a46jatrbwln,0.7467985153198242,0.5824599266052246,2.2579243183135986
Kvasir-120,kvasir_test70,20260522,cjyzuio1qgh040763k56deohv,0.7527821063995361,0.5791159868240356,2.1346781253814697
Kvasir-120,kvasir_test70,20260522,cjyzul1qggwwj07216mhiv5sy,0.7521360516548157,0.5800229907035828,2.1685142517089844
Kvasir-120,kvasir_test70,20260522,cjyzurzvohqnr0794es1itzek,0.7508822679519653,0.5810327529907227,2.2041635513305664
Kvasir-120,kvasir_test70,20260522,cjz14qsk2wci60794un9ozwmw,0.7516708970069885,0.5804908871650696,2.1843748092651367
Kvasir-120,kvasir_test70,20260522,ck2395w2mb4vu07480otsu6tw,0.7507247924804688,0.5810913443565369,2.2074830532073975
Kvasir-120,kvasir_test70,20260522,ck2bxiswtxuw80838qkisqjwz,0.7515497803688049,0.5805780291557312,2.187915802001953
Kvasir-120,kvasir_test70,20260522,ck2bxknhjvs1x0794iogrq49k,0.7516545653343201,0.5804964303970337,2.1848883628845215
Kvasir-120,kvasir_test70,20260522,ck2bxlujamu330725szlc2jdu,0.7526120543479919,0.5794373750686646,2.145699977874756
Kvasir-120,kvasir_test70,20260522,ck2bxpfgxu2mk0748gsh7xelu,0.7526472806930542,0.5793622732162476,2.143630027770996
Kvasir-120,kvasir_test70,20260522,ck2bxqz3evvg20794iiyv5v2m,0.7527772784233093,0.5791285037994385,2.135023593902588
Kvasir-120,kvasir_test70,20260522,ck2bxskgxxzfv08386xkqtqdy,0.7523830533027649,0.5797594785690308,2.1578240394592285
Kvasir-120,kvasir_test70,20260522,ck2bxw18mmz1k0725litqq2mc,0.752557635307312,0.5795099139213562,2.1488518714904785
Kvasir-120,kvasir_test70,20260522,ck2da7fwcjfis07218r1rvm95,0.7526155710220337,0.5794302225112915,2.145493507385254
PH2-60,ph2_val30,20260522,ph2_imd107,0.6236157417297363,0.5262137055397034,2.084981918334961
PH2-60,ph2_val30,20260522,ph2_imd381,0.6234281659126282,0.5263789296150208,2.0856094360351562
PH2-60,ph2_val30,20260522,ph2_imd023,0.6235746741294861,0.5263094305992126,2.0851564407348633
PH2-60,ph2_val30,20260522,ph2_imd080,0.6219165325164795,0.5274935960769653,2.0909979343414307
PH2-60,ph2_val30,20260522,ph2_imd168,0.6212819218635559,0.5279075503349304,2.0931615829467773
PH2-60,ph2_val30,20260522,ph2_imd144,0.6240872740745544,0.5258695483207703,2.08331036567688
PH2-60,ph2_val30,20260522,ph2_imd368,0.6239103078842163,0.5260055661201477,2.083921432495117
PH2-60,ph2_val30,20260522,ph2_imd027,0.6230594515800476,0.5266352295875549,2.0869274139404297
PH2-60,ph2_val30,20260522,ph2_imd173,0.6230431795120239,0.5266422629356384,2.087001085281372
PH2-60,ph2_val30,20260522,ph2_imd041,0.6234006881713867,0.5263862013816833,2.0857179164886475
PH2-60,ph2_val30,20260522,ph2_imd360,0.6238824129104614,0.5260226726531982,2.0840420722961426
PH2-60,ph2_val30,20260522,ph2_imd243,0.6227851510047913,0.5268386006355286,2.0878798961639404
PH2-60,ph2_val30,20260522,ph2_imd017,0.622667670249939,0.5269429087638855,2.088324546813965
PH2-60,ph2_val30,20260522,ph2_imd134,0.6232509613037109,0.5264744758605957,2.0862767696380615
PH2-60,ph2_val30,20260522,ph2_imd161,0.6227326989173889,0.5268958806991577,2.0880911350250244
PH2-60,ph2_val30,20260522,ph2_imd166,0.6225681900978088,0.5270098447799683,2.0886549949645996
PH2-60,ph2_val30,20260522,ph2_imd033,0.6240351796150208,0.5259400010108948,2.0835227966308594
PH2-60,ph2_val30,20260522,ph2_imd175,0.6234516501426697,0.5263445973396301,2.0855557918548584
PH2-60,ph2_val30,20260522,ph2_imd418,0.6215454339981079,0.5277479887008667,2.0922744274139404
PH2-60,ph2_val30,20260522,ph2_imd427,0.6230864524841309,0.5266220569610596,2.0868594646453857
PH2-60,ph2_val30,20260522,ph2_imd159,0.6208511590957642,0.5282105207443237,2.094663381576538
PH2-60,ph2_val30,20260522,ph2_imd417,0.6221045851707458,0.5273604393005371,2.0903193950653076
PH2-60,ph2_val30,20260522,ph2_imd050,0.6231189370155334,0.5265807509422302,2.0867481231689453
PH2-60,ph2_val30,20260522,ph2_imd399,0.6217875480651855,0.5275266766548157,2.0914173126220703
PH2-60,ph2_val30,20260522,ph2_imd160,0.6224091053009033,0.5271273851394653,2.089235544204712
PH2-60,ph2_val30,20260522,ph2_imd421,0.6238054037094116,0.5261449217796326,2.0843517780303955
PH2-60,ph2_val30,20260522,ph2_imd057,0.6220910549163818,0.5273501873016357,2.090341567993164
PH2-60,ph2_val30,20260522,ph2_imd003,0.622186005115509,0.5272438526153564,2.0899600982666016
PH2-60,ph2_val30,20260522,ph2_imd139,0.6226402521133423,0.526907205581665,2.0884103775024414
PH2-60,ph2_val30,20260522,ph2_imd379,0.6228785514831543,0.5267528891563416,2.0875842571258545
PH2-60,ph2_test30,20260522,ph2_imd226,0.6219064593315125,0.5274460911750793,2.0909838676452637
PH2-60,ph2_test30,20260522,ph2_imd103,0.623927652835846,0.5259859561920166,2.0838754177093506
PH2-60,ph2_test30,20260522,ph2_imd204,0.6243287324905396,0.5256960391998291,2.082441568374634
PH2-60,ph2_test30,20260522,ph2_imd429,0.622951328754425,0.5266966223716736,2.0873236656188965
PH2-60,ph2_test30,20260522,ph2_imd397,0.6232224702835083,0.5265206694602966,2.0863735675811768
PH2-60,ph2_test30,20260522,ph2_imd085,0.6210885047912598,0.5280494093894958,2.0938479900360107
PH2-60,ph2_test30,20260522,ph2_imd370,0.6232367157936096,0.5265092253684998,2.086300849914551
PH2-60,ph2_test30,20260522,ph2_imd435,0.6226538419723511,0.5269566178321838,2.0883660316467285
PH2-60,ph2_test30,20260522,ph2_imd383,0.6237960457801819,0.5260798931121826,2.084336757659912
PH2-60,ph2_test30,20260522,ph2_imd312,0.6235572099685669,0.5262634754180908,2.085191249847412
PH2-60,ph2_test30,20260522,ph2_imd108,0.6236331462860107,0.5262018442153931,2.0849132537841797
PH2-60,ph2_test30,20260522,ph2_imd101,0.6215816140174866,0.527719259262085,2.0921220779418945
PH2-60,ph2_test30,20260522,ph2_imd032,0.6238664388656616,0.5260852575302124,2.084120988845825
PH2-60,ph2_test30,20260522,ph2_imd013,0.6232706308364868,0.5264754891395569,2.086211919784546
PH2-60,ph2_test30,20260522,ph2_imd014,0.6231171488761902,0.5266240835189819,2.086742401123047
PH2-60,ph2_test30,20260522,ph2_imd206,0.6236698031425476,0.5261704325675964,2.084796667098999
PH2-60,ph2_test30,20260522,ph2_imd380,0.623560905456543,0.5262559056282043,2.0851686000823975
PH2-60,ph2_test30,20260522,ph2_imd031,0.6232177019119263,0.5265653729438782,2.0864267349243164
PH2-60,ph2_test30,20260522,ph2_imd365,0.6236918568611145,0.5261566638946533,2.084714889526367
PH2-60,ph2_test30,20260522,ph2_imd405,0.6232216358184814,0.5265058279037476,2.0863826274871826
PH2-60,ph2_test30,20260522,ph2_imd036,0.6214917302131653,0.5277763605117798,2.092435836791992
PH2-60,ph2_test30,20260522,ph2_imd425,0.6228800415992737,0.5267980694770813,2.087580919265747
PH2-60,ph2_test30,20260522,ph2_imd045,0.6234089136123657,0.5263578295707703,2.0857136249542236
PH2-60,ph2_test30,20260522,ph2_imd105,0.6233431696891785,0.5264057517051697,2.085926055908203
PH2-60,ph2_test30,20260522,ph2_imd120,0.622620701789856,0.5269481539726257,2.088475227355957
PH2-60,ph2_test30,20260522,ph2_imd138,0.6228779554367065,0.526759684085846,2.087575912475586
PH2-60,ph2_test30,20260522,ph2_imd426,0.6228196024894714,0.5268256664276123,2.0877976417541504
PH2-60,ph2_test30,20260522,ph2_imd010,0.6226335167884827,0.5269181728363037,2.0884416103363037
PH2-60,ph2_test30,20260522,ph2_imd038,0.6236085295677185,0.5262186527252197,2.0850207805633545
PH2-60,ph2_test30,20260522,ph2_imd394,0.623511791229248,0.5262969136238098,2.0853271484375
Kvasir-120,kvasir_val50,20260527,cju0s690hkp960855tjuaqvv0,0.7524606585502625,0.5736582279205322,2.184581756591797
Kvasir-120,kvasir_val50,20260527,cju0sr5ghl0nd08789uzf1raf,0.7497513294219971,0.5765922665596008,2.247729778289795
Kvasir-120,kvasir_val50,20260527,cju0sxqiclckk08551ycbwhno,0.7522543668746948,0.5740478038787842,2.1929855346679688
Kvasir-120,kvasir_val50,20260527,cju0t4oil7vzk099370nun5h9,0.7456561923027039,0.5785903930664062,2.2869162559509277
Kvasir-120,kvasir_val50,20260527,cju0tl3uz8blh0993wxvn7ly3,0.7526603937149048,0.5732294917106628,2.174752950668335
Kvasir-120,kvasir_val50,20260527,cju0u2g7pmnux0801vkk47ivj,0.7479535341262817,0.5776136517524719,2.2682979106903076
Kvasir-120,kvasir_val50,20260527,cju0u82z3cuma0835wlxrnrjv,0.7480250597000122,0.5775800347328186,2.267653226852417
Kvasir-120,kvasir_val50,20260527,cju0ue769mxii08019zqgdbxn,0.7522473335266113,0.5740771889686584,2.1932411193847656
Kvasir-120,kvasir_val50,20260527,cju0vtox5ain6099360pu62rp,0.7522125840187073,0.5741225481033325,2.194579839706421
Kvasir-120,kvasir_val50,20260527,cju13cgqmnhwn0988yrainhcp,0.7509549856185913,0.575683057308197,2.2279388904571533
Kvasir-120,kvasir_val50,20260527,cju13fwthn9mq0835gacxgy01,0.7512105703353882,0.5754238367080688,2.222623586654663
Kvasir-120,kvasir_val50,20260527,cju13hp5rnbjx0835bf0jowgx,0.7512518167495728,0.575372040271759,2.221740961074829
Kvasir-120,kvasir_val50,20260527,cju14g8o4xui30878gkgbrvqj,0.752561628818512,0.5734337568283081,2.1799123287200928
Kvasir-120,kvasir_val50,20260527,cju14hjh2ob2o0835ouz3r5aa,0.7505050301551819,0.5760533213615417,2.2362661361694336
Kvasir-120,kvasir_val50,20260527,cju14pxbaoksp0835qzorx6g6,0.7519587278366089,0.5745262503623962,2.203155517578125
Kvasir-120,kvasir_val50,20260527,cju15czxqp3lv0835jvhgzurz,0.7475281357765198,0.5778078436851501,2.2722744941711426
Kvasir-120,kvasir_val50,20260527,cju15jr8jz8sb0855ukmkswkz,0.7479190230369568,0.5776315331459045,2.2686336040496826
Kvasir-120,kvasir_val50,20260527,cju15l5ubz9yh0855b3ivdpse,0.7528461217880249,0.5727255344390869,2.1637990474700928
Kvasir-120,kvasir_val50,20260527,cju15mhjczc8z0801kit5c6di,0.7516926527023315,0.574886679649353,2.2108309268951416
Kvasir-120,kvasir_val50,20260527,cju15ptjtppz40988odsm9azx,0.7517082095146179,0.5748444199562073,2.2104294300079346
Kvasir-120,kvasir_val50,20260527,cju15wdt3zla10801odjiw7sy,0.7505193948745728,0.5760645866394043,2.235935926437378
Kvasir-120,kvasir_val50,20260527,cju160wshltz10993i1gmqxbe,0.7526605725288391,0.5732292532920837,2.174812078475952
Kvasir-120,kvasir_val50,20260527,cju16ach3m1da0993r1dq3sn2,0.7476069927215576,0.5777866840362549,2.271533966064453
Kvasir-120,kvasir_val50,20260527,cju16b6ynq8e40988m8vx0xnj,0.7527772784233093,0.5729212760925293,2.1682162284851074
Kvasir-120,kvasir_val50,20260527,cju16d65tzw9d0799ouslsw25,0.752277135848999,0.574012041091919,2.192173957824707
Kvasir-120,kvasir_val50,20260527,cju16fpvhzypl0799p9phnlx6,0.7510184049606323,0.5756110548973083,2.226651668548584
Kvasir-120,kvasir_val50,20260527,cju16jgnyzp970878melv7r25,0.7510809302330017,0.5755577683448792,2.225379467010498
Kvasir-120,kvasir_val50,20260527,cju16whaj0e7n0855q7b6cjkm,0.7525161504745483,0.5735512375831604,2.1819703578948975
Kvasir-120,kvasir_val50,20260527,cju32qr9tbvsj08013pkpjenq,0.7516719102859497,0.5748953819274902,2.211432933807373
Kvasir-120,kvasir_val50,20260527,cju32srle1xfq083575i3fl75,0.7521107196807861,0.5742924809455872,2.1981709003448486
Kvasir-120,kvasir_val50,20260527,cju32upim1z7u0988l883nqp6,0.7505865693092346,0.5760015845298767,2.2348127365112305
Kvasir-120,kvasir_val50,20260527,cju32zhbnc1oy0801iyv1ix6p,0.7468610405921936,0.5781145691871643,2.2779572010040283
Kvasir-120,kvasir_val50,20260527,cju330ofbc2l30801th5g3hw6,0.7524707317352295,0.5736667513847351,2.184041738510132
Kvasir-120,kvasir_val50,20260527,cju33231uy4gi0993qc7b1jch,0.7523005604743958,0.573981523513794,2.1911792755126953
Kvasir-120,kvasir_val50,20260527,cju334jzo261t0835yqudnfs1,0.749421238899231,0.5768319368362427,2.252141237258911
Kvasir-120,kvasir_val50,20260527,cju336l68y7if0993wf092166,0.749912440776825,0.5764955878257751,2.2455108165740967
Kvasir-120,kvasir_val50,20260527,cju3381d8bz3h07991xtl7ra0,0.7523703575134277,0.5738464593887329,2.1883835792541504
Kvasir-120,kvasir_val50,20260527,cju33belnbyhm0878yxl42233,0.7522643208503723,0.5740428566932678,2.1925854682922363
Kvasir-120,kvasir_val50,20260527,cju33eqwbcch208012jikwdky,0.7502175569534302,0.5762839317321777,2.240964889526367
Kvasir-120,kvasir_val50,20260527,cju33jon3ygbj0993pu22a4k6,0.7525152564048767,0.5735629200935364,2.1820316314697266
Kvasir-120,kvasir_val50,20260527,cju33mirdc8mj0799k33wzoes,0.7497826218605042,0.5765885710716248,2.247339963912964
Kvasir-120,kvasir_val50,20260527,cju33o12x2jm50988944mxq0v,0.7525551915168762,0.5734720230102539,2.1801681518554688
Kvasir-120,kvasir_val50,20260527,cju33qpdvc9g0087825jhf3s9,0.7526120543479919,0.5733520984649658,2.1773252487182617
Kvasir-120,kvasir_val50,20260527,cju33w4sdcivk0855x879zht7,0.7519585490226746,0.574519693851471,2.2031993865966797
